C,Mohamed Bamba,5,"6' 11""",240,12/5/98,Orlando Magic
PG,Ben Simmons,25,"6' 9""",229,7/20/96,Philadelphia 76ers
PG,Raul Neto,19,"6' 0""",178,5/19/92,Philadelphia 76ers
SG,Shake Milton,18,"6' 5""",205,9/26/96,Philadelphia 76ers
SG,Zhaire Smith,5,"6' 2""",198,4/6/99,Philadelphia 76ers
SG,Furkan Korkmaz,30,"6' 7""",189,7/24/97,Philadelphia 76ers
SG,Alec Burks,20,"6' 5""",213,7/20/91,Philadelphia 76ers
SG,Matisse Thybulle,22,"6' 5""",198,4/3/97,Philadelphia 76ers
SG,Marial Shayok,35,"6' 5""",194,7/26/95,Philadelphia 76ers
SF,Josh Richardson,0,"6' 5""",198,9/15/93,Philadelphia 76ers
SF,Glenn Robinson III,40,"6' 5""",220,8/1/94,Philadelphia 76ers
PF,Tobias Harris,12,"6' 7""",233,7/15/92,Philadelphia 76ers
PF,Mike Scott,1,"6' 7""",235,7/16/88,Philadelphia 76ers
C,Joel Embiid,24,"6' 11""",249,3/16/94,Philadelphia 76ers
C,Al Horford,42,"6' 9""",244,3/6/86,Philadelphia 76ers
C,Kyle O'Quinn,9,"6' 9""",249,3/26/90,Philadelphia 76ers
C,Norvel Pelle,14,"6' 9""",213,3/2/93,Philadelphia 76ers
PG,Ricky Rubio,11,"6' 2""",189,10/21/90,Phoenix Suns
PG,Jevon Carter,4,"6' 0""",194,9/14/95,Phoenix Suns
PG,Elie Okobo,2,"6' 2""",189,10/23/97,Phoenix Suns
PG,Ty Jerome,10,"6' 5""",194,8/7/97,Phoenix Suns
PG,Jalen Lecque,0,"6' 2""",182,6/13/00,Phoenix Suns
PG,Jared Harper,12,"5' 10""",174,9/14/97,Phoenix Suns
SG,Devin Booker,1,"6' 5""",209,10/30/96,Phoenix Suns
SF,Kelly Oubre Jr.,3,"6' 7""",202,9/12/95,Phoenix Suns
SF,Mikal Bridges,25,"6' 5""",209,8/30/96,Phoenix Suns
PF,Dario Saric,20,"6' 9""",224,8/4/94,Phoenix Suns
PF,Cameron Johnson,23,"6' 7""",202,3/3/96,Phoenix Suns
PF,Tariq Owens,41,"6' 9""",202,6/30/95,Phoenix Suns
C,Deandre Ayton,22,"6' 11""",249,7/23/98,Phoenix Suns
C,Aron Baynes,46,"6' 9""",257,9/12/86,Phoenix Suns
C,Cheick Diallo,14,"6' 7""",218,9/13/96,Phoenix Suns
C,Frank Kaminsky,8,"6' 11""",238,4/4/93,Phoenix Suns
PG,Damian Lillard,0,"6' 2""",194,7/15/90,Portland Trail Blazers
SG,CJ McCollum,3,"6' 2""",196,9/19/91,Portland Trail Blazers
SG,Gary Trent Jr.,2,"6' 5""",207,1/18/99,Portland Trail Blazers
SG,Anfernee Simons,1,"6' 2""",180,8/6/99,Portland Trail Blazers
SF,Trevor Ariza,8,"6' 7""",213,6/30/85,Portland Trail Blazers
SF,Rodney Hood,5,"6' 7""",207,10/20/92,Portland Trail Blazers
SF,Jaylen Hoard,6,"6' 7""",213,3/30/99,Portland Trail Blazers
PF,Carmelo Anthony,0,"6' 7""",238,5/29/84,Portland Trail Blazers
PF,Mario Hezonja,44,"6' 7""",200,2/25/95,Portland Trail Blazers
PF,Nassir Little,9,"6' 5""",218,11/2/00,Portland Trail Blazers
PF,Caleb Swanigan,50,"6' 9""",257,4/18/97,Portland Trail Blazers
PF,Wenyen Gabriel,35,"6' 9""",218,3/26/97,Portland Trail Blazers
C,Hassan Whiteside,21,"6' 11""",233,6/13/89,Portland Trail Blazers
C,Jusuf Nurkic,27,"6' 11""",279,8/23/94,Portland Trail Blazers
C,Zach Collins,33,"6' 11""",231,11/19/97,Portland Trail Blazers
C,Moses Brown,4,"7' 1""",244,10/13/99,Portland Trail Blazers
PG,De'Aaron Fox,5,"6' 2""",182,12/20/97,Sacramento Kings
PG,Cory Joseph,9,"6' 2""",198,8/20/91,Sacramento Kings
PG,Yogi Ferrell,3,"6' 0""",178,9/5/93,Sacramento Kings
SG,Buddy Hield,24,"6' 3""",218,12/17/92,Sacramento Kings
SG,Bogdan Bogdanovic,8,"6' 5""",218,8/18/92,Sacramento Kings
SG,Justin James,10,"6' 7""",189,1/24/97,Sacramento Kings
SG,Kyle Guy,7,"6' 0""",169,11/8/97,Sacramento Kings
SG,DaQuan Jeffries,19,"6' 5""",213,8/30/97,Sacramento Kings
SF,Kent Bazemore,26,"6' 3""",194,1/7/89,Sacramento Kings
PF,Harrison Barnes,40,"6' 7""",224,5/30/92,Sacramento Kings
PF,Marvin Bagley III,35,"6' 11""",238,3/14/99,Sacramento Kings
PF,Nemanja Bjelica,88,"6' 9""",233,9/5/88,Sacramento Kings
PF,Harry Giles,20,"6' 11""",238,4/22/98,Sacramento Kings
PF,Jabari Parker,5,"6' 7""",244,3/15/95,Sacramento Kings
C,Richaun Holmes,22,"6' 9""",238,10/15/93,Sacramento Kings
C,Alex Len,25,"6' 11""",249,6/16/93,Sacramento Kings
PG,Dejounte Murray,5,"6' 3""",169,9/19/96,San Antonio Spurs
PG,Patty Mills,8,"6' 0""",178,11/8/88,San Antonio Spurs
PG,Derrick White,4,"6' 3""",189,2/7/94,San Antonio Spurs
SG,Bryn Forbes,11,"6' 2""",189,7/23/93,San Antonio Spurs
SG,Lonnie Walker,1,"6' 5""",202,12/14/98,San Antonio Spurs
SG,Quinndary Weatherspoon,15,"6' 2""",205,10/9/96,San Antonio Spurs
SF,DeMar DeRozan,10,"6' 5""",218,7/8/89,San Antonio Spurs
SF,Keldon Johnson,3,"6' 5""",209,11/10/99,San Antonio Spurs
SF,Marco Belinelli,18,"6' 5""",209,3/25/86,San Antonio Spurs
PF,Rudy Gay,22,"6' 7""",229,8/17/86,San Antonio Spurs
PF,Trey Lyles,41,"6' 9""",233,5/11/95,San Antonio Spurs
PF,Chimezie Metu,7,"6' 9""",224,3/22/97,San Antonio Spurs
PF,Luka Samanic,,"6' 9""",224,9/1/00,San Antonio Spurs
PF,Drew Eubanks,14,"6' 9""",244,1/2/97,San Antonio Spurs
C,LaMarcus Aldridge,12,"6' 11""",257,7/19/85,San Antonio Spurs
C,Jakob Poltl,25,"7' 1""",229,10/15/95,San Antonio Spurs
PG,Kyle Lowry,7,"6' 0""",194,3/25/86,Toronto Raptors
PG,Fred VanVleet,23,"6' 0""",194,2/25/94,Toronto Raptors
SG,Norman Powell,24,"6' 2""",213,5/25/93,Toronto Raptors
SG,Terence Davis,0,"6' 3""",202,5/16/97,Toronto Raptors
SG,Matt Thomas,21,"6' 3""",189,4/8/94,Toronto Raptors
SF,OG Anunoby,3,"6' 7""",231,7/17/97,Toronto Raptors
SF,Patrick McCaw,22,"6' 7""",182,10/25/95,Toronto Raptors
SF,Rondae Hollis-Jefferson,4,"6' 5""",216,3/1/95,Toronto Raptors
SF,Malcolm Miller,13,"6' 7""",209,6/3/93,Toronto Raptors
SF,Oshae Brissett,12,"6' 7""",209,6/20/98,Toronto Raptors
SF,Paul Watson,1,"6' 7""",213,12/30/94,Toronto Raptors
PF,Pascal Siakam,43,"6' 9""",229,2/4/94,Toronto Raptors
PF,Stanley Johnson,5,"6' 5""",244,5/29/96,Toronto Raptors
PF,Chris Boucher,25,"6' 9""",198,11/1/93,Toronto Raptors
C,Marc Gasol,33,"6' 11""",253,1/29/85,Toronto Raptors
C,Serge Ibaka,9,"6' 11""",233,9/18/89,Toronto Raptors
C,Dewan Hernandez,20,"6' 9""",233,9/12/96,Toronto Raptors
PG,Mike Conley,10,"6' 0""",174,11/10/87,Utah Jazz
PG,Jordan Clarkson,0,"6' 3""",191,7/6/92,Utah Jazz
PG,Emmanuel Mudiay,15,"6' 2""",198,5/3/96,Utah Jazz
PG,Justin Wright-Foreman,,"6' 0""",189,10/27/97,Utah Jazz
PG,Nigel Williams-Goss,0,"6' 2""",189,9/16/94,Utah Jazz
SG,Donovan Mitchell,45,"6' 0""",213,7/9/96,Utah Jazz
SG,Miye Oni,24,"6' 5""",205,4/8/97,Utah Jazz
SG,Rayjon Tucker,6,"6' 5""",209,9/24/97,Utah Jazz
SF,Bojan Bogdanovic,44,"6' 7""",213,4/18/89,Utah Jazz
PF,Joe Ingles,2,"6' 7""",224,2/10/87,Utah Jazz
PF,Royce O'Neale,23,"6' 3""",224,5/6/93,Utah Jazz
PF,Jarrell Brantley,5,"6' 5""",249,7/6/96,Utah Jazz
PF,Georges Niang,31,"6' 7""",229,6/17/93,Utah Jazz
PF,Juwan Morgan,16,"6' 7""",231,4/17/97,Utah Jazz
C,Rudy Gobert,27,"7' 1""",244,6/26/92,Utah Jazz
C,Ed Davis,17,"6' 9""",224,5/6/89,Utah Jazz
C,Tony Bradley,13,"6' 9""",246,8/1/98,Utah Jazz
PG,Ish Smith,4,"6' 0""",174,5/7/88,Washington Wizards
PG,Shabazz Napier,5,"6' 0""",174,7/14/91,Washington Wizards
PG,Isaac Bonga,17,"6' 7""",178,8/11/99,Washington Wizards
PG,John Wall,2,"6' 3""",209,6/9/90,Washington Wizards
PG,Gary Payton II,20,"6' 2""",189,1/12/92,Washington Wizards
SG,Bradley Beal,3,"6' 2""",205,6/28/93,Washington Wizards
SG,Garrison Mathews,24,"6' 5""",213,10/24/96,Washington Wizards
SG,Jerome Robinson,12,"6' 3""",189,2/22/97,Washington Wizards
SF,Troy Brown Jr.,6,"6' 5""",213,7/28/99,Washington Wizards
SF,Admiral Schofield,1,"6' 5""",240,3/30/97,Washington Wizards
PF,Rui Hachimura,8,"6' 7""",229,8/2/98,Washington Wizards
PF,Davis Bertans,42,"6' 9""",224,12/11/92,Washington Wizards
C,Thomas Bryant,13,"6' 9""",246,7/31/97,Washington Wizards
C,Moritz Wagner,21,"6' 11""",244,4/26/97,Washington Wizards
C,Ian Mahinmi,28,"6' 11""",260,5/11/86,Washington Wizards
C,Johnathan Williams,19,"6' 9""",227,5/22/95,Washington Wizards
C,Anzejs Pasecniks,18,"7' 1""",218,12/20/95,Washington Wizards
